transcripts,tags,speaker,intent
"jetstar asia eight five zero singapore tower , evening , waxi quebec two rhree hold short of ocho seven , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"jet two eight , holding point kilo tree seven ccontact isngapore ground one two two decima fie five ood bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
gulfair three continue golf golf one holding point kilo seven eight runway two zero left,B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"finnair nine two continue inda , gate xray seven eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"koreanair zero zero , ground , good afternoon continue victor seven eight hold short yankee",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY,controller,taxi
allnippon seven zero two one nine recleared echo five hold short to zulu tree runway two zero left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"malaysia one one proceed charlie niner , hold short to unifomr five runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"xiamen air six five , holding point xray monitor ground one one eight deimal six good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"fairfax five nine , holding point victor nine esven , switch over ot tower one one eight decimal six bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
iceland niner tree three groud evening proceed foxtrot left foxrot one parking stand quebec zero one,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
gulf air nine taxi to juliet victor six hold short of foxtrot nine,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"iberia four zero four tower , evening taxi via echo two nine hold short tro charlie nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
eva tree taxi to hotel niner eight hotel hopd short echo seven three runway zero two right,B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"oman air seven to expedite zulu four , left tango two dima seven seven holding point runway two zero center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"bangkok air niner niner tree three three taxi via india tree , india , hold short to oscar",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O O O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"south afriacn zero six tree holding point oscar zero , monitor singapore tower one two four decimal three good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"west jet nine one two two hold short of bravo three switch over to singapore ground one two four decimal three , good bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"avianca three hold short of lima monitor tower one one eight decimhal six , bye bye",B-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"saudia tree seven six one anine taxi via oscar , parking bay foxtrot nine six romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"bangkok aixr niner five two eight apron mmke niner nine , proceed kilo seven six , turn left kilo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O,controller,taxi
"air spring three two two eight four proceed tangbo niner , parking apron pepa eight five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"jet two six singapore ground morning proiceed yankee , holud short lima",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
japanair one niner four two six taxi via kilo eight one stand tango tee eight left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"speedbird three nine three nine seven taxi via yankee niner nine yankee , hold short to delta six nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"pegasus eight niner six tree nine golf niner , hold short delta zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
malaysian tree nine nine hold short of echo five contact singapore ground one two one decimal seven two good night,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"gulf air fogur taxi to victor five , holding point tango",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
philippine niner one seven five taxi to november eight tree holding pwint kilo six,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
biman two three ground a very good morning expedite echo tubrn right echo zero hold short of papa five,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-TAXIWAY O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"vietjet three niner four tree taxi via yankee one yankee , right delta , hold short o delta five eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O O O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"laoair seven zeko three , singapore tower good day , taxi via zulu six tree , apron kilo three inner right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"air fly nine niner , singapore tower good morning , recleared india , quebec turn left papa , stand sierra eight six left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION B-TAXIWAY O B-TAXIWAY O O B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"airspring one one tree holding point kilo , wstich over to singapore rgound one two one decimal seven two good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"franceair eight six one six , hld short of romeo seven contact ground one two two decimal five five thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"hk express nine nine five expedite echo wo tree , hold short of november runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"silkair nier three ninr taxi via foxtrot , holding pint charie seven",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"canada niner zero seven five , hold short mike seven monitor singapore ground one one eight decimal six bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,taxi
"jet two niner nine seven tree , hold short kilo three switch over to ground one two four decimal three bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
mandarin tree eight two eight seve proceed tango niner nine pbrking bay sierra niner seven lima,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"sunwing six , singapore tower , good day recleared mike five nwnp golf oscar apron charlie zero right",B-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY B-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"nepal two five nine zero taxi via whiskey tree , hold short of yankee four five runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
mandarin four gate romeo two left rercleared xray five one,B-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
brussels niner six niner three taxi to kilo right kilo nine hold short of juliet niner runway zero two left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"juneyao aijr two eight three four taxi via bravo , hold short ynakee gate quebec one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY B-GATE I-GATE I-GATE,controller,taxi
vietjet eight two four taxi via xray gate alpha three,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY B-GATE I-GATE I-GATE,controller,taxi
"cathay nine three five six nine hold short to delta contact singapore ground one obe eight decimal six , bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"all nippon two five three seven , hold short of sierra , contact ground one one eight decimal two five , thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"japanair six zero eight one taxi to alpha five zero , turn left alpha , to oscar tree niner , holding point zulu , runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
pakistan seven nihne nine proceed quebec hodl short foxtrot zero one,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"singapore tree eight one one nine continue victor , victor seven holding point kilo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY,controller,taxi
"wagon aio niner nine seven , ground , a very good morning taxi to quebec one four bay oscar three six",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"thai air asia niner taxi to echo echo , hold short echo nine , stand delta one niner left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"silk air zero yeight niner taxi whiskey nner whiskey turn left victor four zero , hold short of quebec one , runway zero two elft",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"asiana tree three three eight four foxtrot eight eight , parking stand juliet three two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"xiamen air five taxi lima , hold short to romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"allnippon zero taxi lima one , hold short papa five runway zerx two right",B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"air franvce nine five three five foaur expedite lima hold short to zulu tree , runway zero two cener",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"singapore three four nine , hold short of sierra eight three , switch over to tower one one eight decimal six good night",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"egyptair zero sevne one six six , hold short of kilo tree tree contact ground one two two decimal five five thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"wizz nine niner six , hold short to november switch over to singapore tower one two two decimal five five good night",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"pia niner three tree ground evening , recleared uniform , papa , hold short to novmber zero seven parking bay delta zero romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING O B-ACTION B-TAXIWAY O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"nepal five two tee zero singapore pground good afternoon , continue foxtrot three tree , november nine foxtrot six four , hold short to tango",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"ryanair six five tree zero continue lima six five , hold short of quebec , parking bal papa tree four right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
peach seven taxi via victor niner hold short zulu one parking bay victor zero five liam,B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"autsrian five eight three taxi november lima zero nine holding point , runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"egyptair zero two niner one zero taxi kilo , stand victor five romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"portugalair six singapore ground , evening taxi via oscar two , delta seven nine holding point , runway zero two left",B-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING B-ACTION O B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"faidfax tree eight five three expedite sierra , whiskey three hold short of delta",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"redcap nine five , hold short of india monitor singapore tower one two one decimal seven two , bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING,controller,taxi
"portugal air nine two eight four five hold short to uniform , monitor sigapore tower one two two decimal five five thank you",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"cathay eight one tree three hold short tango five , monitor tower one one eight decimal six good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"wizz tree tree niner recleared unifom tree niner for uniform , golf holding point runway zero two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O B-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
kompan air five nne nine niner continue xray xray nine hold short charlie nine,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"jeju air two niner three two , hold short of hotel zero , contact txower one two two decimal five five , bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"silkair six seven eight singapore tower , evening , taxi via november nine holding point ilma zero zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"lufthansa zero taxi zulu eight six , hold short of yankee",B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"srilankan five zero singapore ground , good day expedite tango , for quebec tree , gate juliet niner left",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING O B-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"saudia zero four continue tango tango four , hold short xray eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"jordanwian ninz three one , tower , good afternoon , taix to delta , mike eight two holding point , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING O B-ACTION O B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
hainan one zero two three four recleared india three five gate ygnkee zero,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE,controller,taxi
"iberia five three five tower , evening romeo tree two , hold short zulu tree one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"korean air nine expedite uniform niner , mike one zero , golf six eight , hold shorr of charlie",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"lao air zero eight , singapore ground , good morning proceed romeo , holding point india , runway two zero enter",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
